2022-06-27 15:41:43,139 - root - INFO - Namespace(Ks='[20,40,60,80,100]', aggregation_type='bi-interaction', cf_batch_size=1024, cf_l2loss_lambda=1e-05, cf_print_every=1, conv_dim_list='[64,32,16]', data_dir='datasets/', data_name='amazon-book', embed_dim=64, evaluate_every=10, kg_batch_size=2048, kg_l2loss_lambda=1e-05, kg_print_every=1, laplacian_type='random-walk', lr=0.0001, mess_dropout='[0.1,0.1,0.1]', n_epoch=1000, pretrain_embedding_dir='datasets/pretrain/', pretrain_model_path='trained_model/model.pth', relation_dim=64, save_dir='trained_model/KGAT/amazon-book/embed-dim64_relation-dim64_random-walk_bi-interaction_64-32-16_lr0.0001_pretrain1/', seed=2022, stopping_steps=10, test_batch_size=10000, use_pretrain=1)
2022-06-27 15:42:20,230 - root - INFO - n_users:           70679
2022-06-27 15:42:20,231 - root - INFO - n_items:           24915
2022-06-27 15:42:20,231 - root - INFO - n_entities:        25011
2022-06-27 15:42:20,231 - root - INFO - n_users_entities:  95690
2022-06-27 15:42:20,231 - root - INFO - n_relations:       26
2022-06-27 15:42:20,231 - root - INFO - n_h_list:          1305228
2022-06-27 15:42:20,231 - root - INFO - n_t_list:          1305228
2022-06-27 15:42:20,231 - root - INFO - n_r_list:          1305228
2022-06-27 15:42:20,231 - root - INFO - n_cf_train:        652514
2022-06-27 15:42:20,231 - root - INFO - n_cf_test:         193920
2022-06-27 15:42:20,231 - root - INFO - n_kg_train:        1305228
2022-06-27 15:42:22,824 - root - INFO - KGAT(
  (entity_user_embed): Embedding(95690, 64)
  (relation_embed): Embedding(26, 64)
  (aggregator_layers): ModuleList(
    (0): Aggregator(
      (message_dropout): Dropout(p=0.1, inplace=False)
      (activation): LeakyReLU(negative_slope=0.01)
      (linear1): Linear(in_features=64, out_features=64, bias=True)
      (linear2): Linear(in_features=64, out_features=64, bias=True)
    )
    (1): Aggregator(
      (message_dropout): Dropout(p=0.1, inplace=False)
      (activation): LeakyReLU(negative_slope=0.01)
      (linear1): Linear(in_features=64, out_features=32, bias=True)
      (linear2): Linear(in_features=64, out_features=32, bias=True)
    )
    (2): Aggregator(
      (message_dropout): Dropout(p=0.1, inplace=False)
      (activation): LeakyReLU(negative_slope=0.01)
      (linear1): Linear(in_features=32, out_features=16, bias=True)
      (linear2): Linear(in_features=32, out_features=16, bias=True)
    )
  )
)
2022-06-27 15:42:24,222 - root - INFO - CF Training: Epoch 0001 Iter 0001 / 0638 | Time 1.4s | Iter Loss 0.0273 | Iter Mean Loss 0.0273
2022-06-27 15:42:24,308 - root - INFO - CF Training: Epoch 0001 Iter 0002 / 0638 | Time 0.1s | Iter Loss 0.0306 | Iter Mean Loss 0.0289
2022-06-27 15:42:24,392 - root - INFO - CF Training: Epoch 0001 Iter 0003 / 0638 | Time 0.1s | Iter Loss 0.0291 | Iter Mean Loss 0.0290
2022-06-27 15:42:24,472 - root - INFO - CF Training: Epoch 0001 Iter 0004 / 0638 | Time 0.1s | Iter Loss 0.0267 | Iter Mean Loss 0.0284
2022-06-27 15:42:24,550 - root - INFO - CF Training: Epoch 0001 Iter 0005 / 0638 | Time 0.1s | Iter Loss 0.0220 | Iter Mean Loss 0.0271
2022-06-27 15:42:24,631 - root - INFO - CF Training: Epoch 0001 Iter 0006 / 0638 | Time 0.1s | Iter Loss 0.0246 | Iter Mean Loss 0.0267
2022-06-27 15:42:24,711 - root - INFO - CF Training: Epoch 0001 Iter 0007 / 0638 | Time 0.1s | Iter Loss 0.0234 | Iter Mean Loss 0.0262
2022-06-27 15:42:24,794 - root - INFO - CF Training: Epoch 0001 Iter 0008 / 0638 | Time 0.1s | Iter Loss 0.0211 | Iter Mean Loss 0.0256
2022-06-27 15:42:24,873 - root - INFO - CF Training: Epoch 0001 Iter 0009 / 0638 | Time 0.1s | Iter Loss 0.0273 | Iter Mean Loss 0.0258
2022-06-27 15:42:24,951 - root - INFO - CF Training: Epoch 0001 Iter 0010 / 0638 | Time 0.1s | Iter Loss 0.0259 | Iter Mean Loss 0.0258
2022-06-27 15:42:25,031 - root - INFO - CF Training: Epoch 0001 Iter 0011 / 0638 | Time 0.1s | Iter Loss 0.0234 | Iter Mean Loss 0.0256
2022-06-27 15:42:25,112 - root - INFO - CF Training: Epoch 0001 Iter 0012 / 0638 | Time 0.1s | Iter Loss 0.0223 | Iter Mean Loss 0.0253
2022-06-27 15:42:25,192 - root - INFO - CF Training: Epoch 0001 Iter 0013 / 0638 | Time 0.1s | Iter Loss 0.0246 | Iter Mean Loss 0.0252
2022-06-27 15:42:25,272 - root - INFO - CF Training: Epoch 0001 Iter 0014 / 0638 | Time 0.1s | Iter Loss 0.0263 | Iter Mean Loss 0.0253
2022-06-27 15:42:25,353 - root - INFO - CF Training: Epoch 0001 Iter 0015 / 0638 | Time 0.1s | Iter Loss 0.0251 | Iter Mean Loss 0.0253
2022-06-27 15:42:25,433 - root - INFO - CF Training: Epoch 0001 Iter 0016 / 0638 | Time 0.1s | Iter Loss 0.0275 | Iter Mean Loss 0.0254
2022-06-27 15:42:25,512 - root - INFO - CF Training: Epoch 0001 Iter 0017 / 0638 | Time 0.1s | Iter Loss 0.0278 | Iter Mean Loss 0.0256
2022-06-27 15:42:25,588 - root - INFO - CF Training: Epoch 0001 Iter 0018 / 0638 | Time 0.1s | Iter Loss 0.0287 | Iter Mean Loss 0.0258
2022-06-27 15:42:25,667 - root - INFO - CF Training: Epoch 0001 Iter 0019 / 0638 | Time 0.1s | Iter Loss 0.0255 | Iter Mean Loss 0.0257
2022-06-27 15:42:25,746 - root - INFO - CF Training: Epoch 0001 Iter 0020 / 0638 | Time 0.1s | Iter Loss 0.0199 | Iter Mean Loss 0.0254
2022-06-27 15:42:25,831 - root - INFO - CF Training: Epoch 0001 Iter 0021 / 0638 | Time 0.1s | Iter Loss 0.0242 | Iter Mean Loss 0.0254
2022-06-27 15:42:25,909 - root - INFO - CF Training: Epoch 0001 Iter 0022 / 0638 | Time 0.1s | Iter Loss 0.0252 | Iter Mean Loss 0.0254
2022-06-27 15:42:25,989 - root - INFO - CF Training: Epoch 0001 Iter 0023 / 0638 | Time 0.1s | Iter Loss 0.0265 | Iter Mean Loss 0.0254
2022-06-27 15:42:26,069 - root - INFO - CF Training: Epoch 0001 Iter 0024 / 0638 | Time 0.1s | Iter Loss 0.0236 | Iter Mean Loss 0.0253
2022-06-27 15:42:26,150 - root - INFO - CF Training: Epoch 0001 Iter 0025 / 0638 | Time 0.1s | Iter Loss 0.0222 | Iter Mean Loss 0.0252
2022-06-27 15:42:26,230 - root - INFO - CF Training: Epoch 0001 Iter 0026 / 0638 | Time 0.1s | Iter Loss 0.0245 | Iter Mean Loss 0.0252
2022-06-27 15:42:26,311 - root - INFO - CF Training: Epoch 0001 Iter 0027 / 0638 | Time 0.1s | Iter Loss 0.0261 | Iter Mean Loss 0.0252
2022-06-27 15:42:26,392 - root - INFO - CF Training: Epoch 0001 Iter 0028 / 0638 | Time 0.1s | Iter Loss 0.0319 | Iter Mean Loss 0.0255
